All Dependencies for Puppet
Package Title,Version,Authors,Description,Declared License,Discovered License(s),Package Manager,Package Homepage,
"Asynchronous Http Client",1.9.40,"Brian McCallister, Jeanfrancois Arcand, Thomas Dudziak, Hubert Iwaniuk, Stephane Landelle","Async Http Client library purpose is to allow Java applications to easily execute HTTP requests and
        asynchronously process the HTTP responses.","Apache-2.0","",Maven,"http://github.com/AsyncHttpClient/async-http-client",
"Netty/All-in-One",3.10.6.Final,"","null","Apache-2.0","Multi-license: Apache-2.0 OR BSD-3-Clause; Multi-license: Apache-2.0 OR MIT; BSD-3-Clause; Multi-license: LGPL-2.1-only OR MIT; LGPL-2.1-only; MIT; Public-Domain",Maven,"",
"nippy",2.10.0,"","High-performance serialization library for Clojure","EPL-1.0","",Maven,"https://github.com/ptaoussanis/nippy",
"pcp-common",1.2.0,"","Common protocol components for PCP","Apache-2.0","",Maven,"https://github.com/puppetlabs/clj-pcp-common",
"encore",2.18.0,"","Core utils library for Clojure/Script","EPL-1.0","",Maven,"https://github.com/ptaoussanis/encore",
"analytics",1.0.1,"","Analytics service for Puppet","","",Maven,"https://github.com/puppetlabs/analytics",
"packaging",(0.99.57),"Puppet Labs","Packaging automation written in Rake and Ruby. Easily build native packages for most platforms with a few data files and git.","Apache-2.0","",RubyGem,"http://github.com/puppetlabs/packaging",
"packaging",0.99.57,"Puppet Labs","Packaging automation written in Rake and Ruby. Easily build native packages for most platforms with a few data files and git.","Apache-2.0","",RubyGem,"http://github.com/puppetlabs/packaging",
"watchr",0.7,"mynyml","Modern continious testing (flexible alternative to autotest).","MIT","",RubyGem,"http://mynyml.com/ruby/flexible-continuous-testing",
"rspec-legacy_formatters",1.0.2,"Jon Rowe","Support for RSpec 2.x formatters on 3.x","MIT","",RubyGem,"http://github.com/rspec/rspec-legacy_formatters",
"yarjuf",2.0.0,"Nat Ritmeyer, Ben Snape","Yet Another RSpec JUnit Formatter (for Hudson/Jenkins)","BSD-2-Clause","",RubyGem,"http://github.com/natritmeyer/yarjuf",
"transit-js",0.8.755,"","Transit is a data format and a set of libraries for conveying values between applications written in different languages. This library provides support for marshalling Transit data to/from Javascript.","Apache-2.0","",Maven,"http://github.com/cognitect/transit-js",
"transit-cljs",0.8.232,"","transit-cljs bindings for ClojureScript","Apache-2.0","",Maven,"http://github.com/cognitect/transit-cljs",
"Protocol Buffer Java API",3.0.2,"","
    Protocol Buffers are a way of encoding structured data in an efficient yet
    extensible format.
  ","Multi-license: Apache-2.0 OR BSD-2-Clause","BSD-3-Clause",Maven,"https://developers.google.com/protocol-buffers/",
"piggieback",0.2.1,"","Adding support for running ClojureScript REPLs over nREPL.","EPL-1.0","",Maven,"http://github.com/cemerick/piggieback",
"Google Closure Library",0.0-20170809-b9c14c6b,"Google, Inc., Mohamed Mansour, Bjorn Tipling, SameGoal LLC, Guido Tapia, Andrew Mattie, Ilia Mirkin, Ivan Kozik, Rich Dougherty","The Google Closure Library is a collection of JavaScript code
        designed for use with the Google Closure JavaScript Compiler.

        This non-official distribution was prepared by the ClojureScript
        team at http://clojure.org/","Apache-2.0","",Maven,"http://code.google.com/p/closure-library/",
"Apache Maven Wagon :: API",2.10,"","Maven Wagon API that defines the contract between different Wagon implementations","Apache-2.0","",Maven,"",
"ClojureScript",1.10.238,"Aaron Bedra, Alan Dipert, Alan Malloy, Alen Ribic, Alex Redington, Bobby Calderwood, Brandon Bloom, Brenton Ashworth, Chris Houser, Christopher Redinger, Creighton Kirkendall, David Nolen, Devin Walters, Eric Thorsen, Frank Failla, Hubert Iwaniuk, Hugo Duncan, Jess Martin, John Li, Jonas Enlund","ClojureScript compiler and core runtime library.","Multi-license: PHP-3.0 OR EPL-1.0","PHP-3.0; Apache-2.0; Public-Domain",Maven,"https://github.com/clojure/clojurescript",
"Closure Compiler Unshaded",v20180204,"","Closure Compiler is a JavaScript optimizing compiler. It parses your
    JavaScript, analyzes it, removes dead code and rewrites and minimizes
    what's left. It also checks syntax, variable references, and types, and
    warns about common JavaScript pitfalls. It is used in many of Google's
    JavaScript apps, including Gmail, Google Web Search, Google Maps, and
    Google Docs.","Apache-2.0","Multi-license: MPL-1.1 OR GPL-2.0-only; Multi-license: MPL-1.1 OR GPL-2.0-with-classpath-exception OR GPL-2.0-only; Multi-license: MPL-1.1 OR ATT-style, Dual-license OR GPL-2.0-only",Maven,"https://developers.google.com/closure/compiler/",
"Closure Compiler Externs",v20180204,"","null","Apache-2.0","",Maven,"",
"error-prone annotations",2.0.18,"","null","Apache-2.0","",Maven,"",
"MessagePack for Java",0.6.12,"Sadayuki Furuhashi, Muga Nishizawa","MessagePack for Java is a binary-based efficient object
      serialization library in Java.","Apache-2.0","",Maven,"http://msgpack.org/",
"transit-clj",0.8.300,"","Transit is a data format and a set of libraries for conveying values between applications written in different languages. This library provides support for marshalling Transit data to/from Clojure.","Apache-2.0","",Maven,"http://github.com/cognitect/transit-clj",
"transit-java",0.8.324,"","Transit is a data format and a set of libraries for conveying values between applications written in different languages. This library provides support for marshalling Transit data to/from Java.","Apache-2.0","",Maven,"http://github.com/cognitect/transit-java",
"Java Native Access",3.2.2,"Timothy Wall, Matthias Bläsing","Java Native Access","Apache-2.0","",Maven,"https://github.com/java-native-access/jna",
"Animal Sniffer Annotations",1.14,"","null","MIT","",Maven,"",
"core.rrb-vector",0.0.11,"","RRB-Trees for Clojure(Script) -- see Bagwell & Rompf","Multi-license: EPL-1.0 OR PHP-3.0","",Maven,"",
"Plexus Common Utilities",3.0.15,"","A collection of various utility classes to ease working with strings, files, command lines, XML and
    more.
  ","Apache-2.0","Apache-1.1; Public-Domain; BSD-3-Clause; BSD-2-Clause",Maven,"http://plexus.codehaus.org/plexus-utils",
"jsinterop-annotations",1.0.0,"","null","Apache-2.0","",Maven,"",
"J2ObjC Annotations",1.1,"","A set of annotations that provide additional information to the J2ObjC
    translator to modify the result of translation.","Apache-2.0","",Maven,"https://github.com/google/j2objc/",
"Gson",2.7,"","null","Apache-2.0","",Maven,"https://github.com/google/gson",
"Barbary Watch Service for OSX",1.0,"Steve Mc Leod, Grégory Joseph","An implementation of Java 7’s WatchService for Java 6 on Mac OS X","GPL-2.0-only","Multi-license: GPL-2.0-with-classpath-exception OR GPL-2.0-only",Maven,"https://github.com/gjoseph/BarbaryWatchService",
"Guava: Google Core Libraries for Java",22.0,"","
    Guava is a suite of core and expanded libraries that include
    utility classes, google's collections, io classes, and much
    much more.

    Guava has only one code dependency - javax.annotation,
    per the JSR-305 spec.
  ","Apache-2.0","Public-Domain",Maven,"https://github.com/google/guava.git",
"Google Closure Library Third-Party Extensions",0.0-20170809-b9c14c6b,"Google, Inc., Mohamed Mansour, Bjorn Tipling, SameGoal LLC, Guido Tapia, Andrew Mattie, Ilia Mirkin, Ivan Kozik, Rich Dougherty","The Google Closure Library is a collection of JavaScript code
        designed for use with the Google Closure JavaScript Compiler.

        This non-official distribution was prepared by the ClojureScript
        team at http://clojure.org/

        This package contains extensions to the Google Closure Library
        using third-party components, which may be distributed under
        licenses other than the Apache license. Licenses for individual
        library components may be found in source-code comments.","Apache-2.0","MIT; BSD-2-Clause; BSD-3-Clause",Maven,"http://code.google.com/p/closure-library/",
"Javassist",3.18.1-GA,"Shigeru Chiba, Andrew Dinn, Kabir Khan, Scott Marlow","
  	Javassist (JAVA programming ASSISTant) makes Java bytecode manipulation
    simple.  It is a class library for editing bytecodes in Java.
  ","MPL-2.0; LGPL-2.1-only; Apache-2.0","MPL-1.1",Maven,"http://www.javassist.org/",
"args4j",2.33,"","null","MIT","",Maven,"",
"cljs-time",0.4.0,"","A clj-time inspired date library for clojurescript.","EPL-1.0","",Maven,"https://github.com/andrewmcveigh/cljs-time",
"hawk",0.2.10,"","Watch files with clojure (in the manner of a hawk)","EPL-1.0","",Maven,"https://github.com/wkf/hawk",
"trapperkeeper",1.5.5,"","A framework for configuring, composing, and running Clojure services.","Apache-2.0","",Maven,"https://nexus.pentaho.org/content/groups/omni/puppetlabs/trapperkeeper",
"trapperkeeper-webserver-jetty9",2.1.2,"","A jetty9-based webserver implementation for use with the puppetlabs/trapperkeeper service framework.","Apache-2.0","",Maven,"https://github.com/puppetlabs/trapperkeeper-webserver-jetty9",
"ssl-utils",1.0.0,"","SSL certificate management on the JVM.","","",Maven,"http://www.github.com/puppetlabs/jvm-ssl-utils",
"ring-cors",0.1.8,"","Ring middleware for Cross-Origin Resource Sharing.","EPL-1.0","",Maven,"http://github.com/r0man/ring-cors",
"fipp",0.6.5,"","Fast Idiomatic Pretty Printer for Clojure","EPL-1.0","",Maven,"https://github.com/brandonbloom/fipp",
"http-kit",2.1.19,"","High-performance event-driven HTTP client/server for Clojure","Apache-2.0","",Maven,"http://http-kit.org/",
"dependency",0.2.0,"","A data structure for representing dependency graphs","EPL-1.0","",Maven,"https://github.com/stuartsierra/dependency",
"d3",4.12.0-0,"","A JavaScript visualization library for HTML and SVG","Multi-license: BSD-3-Clause OR BSD-2-Clause","BSD-3-Clause",Maven,"http://d3js.org/",
"component",0.3.1,"","Managed lifecycle of stateful objects","MIT","",Maven,"https://github.com/stuartsierra/component",
"Bouncy Castle Provider",1.46,"","The Bouncy Castle Crypto package is a Java implementation of cryptographic algorithms. This jar contains JCE provider and lightweight API for the Bouncy Castle Cryptography APIs for JDK 1.5.","MIT","",Maven,"http://www.bouncycastle.org/java.html",
"tools.namespace",0.2.4,"","null","EPL-1.0","",Maven,"",
"data.json",0.2.4,"","Generating/parsing JSON from/to Clojure data structures","EPL-1.0","",Maven,"https://github.com/clojure/data.json",
"Apache Commons Codec",1.9,"Christopher O&#39;Brien, Martin Redington, Jeffery Dever, Steve Zimmermann, Benjamin Walstrum, Oleg Kalnichevski, Dave Dribin, Alex Karasulu, Matthew Inger, Jochen Wiedmann, Sebastian Bazley, Matthew Pocock, Colm Rice, Henri Yandell, Tim OBrien, Scott Sanders, Rodney Waldhoff, Daniel Rall, Jon S. Stevens, Gary Gregory","
     The Apache Commons Codec package contains simple encoder and decoders for
     various formats such as Base64 and Hexadecimal.  In addition to these
     widely used encoders and decoders, the codec package also maintains a
     collection of phonetic encoding utilities.
  ","Apache-2.0","",Maven,"http://commons.apache.org/proper/commons-codec/",
"Joda-Time",2.3,"Adrian Acala, Afif Ahmed, Guy Allard, Brad Arndt, Mikey Austin, Oren Benjamin, Fredrik Borgh, Dave Brosius, Dan Cavallaro, Luc Claes, Emiliano Claria, Dan Cojocar, Evgeniy Devyatykh, dspitfire, Christopher Elkins, emopers, Michael Ernst, Jeroen van Erp, Gwyn Evans, Niklas Fiekas","Date and time library to replace JDK date handling","Apache-2.0","Public-Domain",Maven,"http://www.joda.org/joda-time/",
"core.unify",0.5.2,"","A unification library for Clojure","Multi-license: PHP-3.0 OR EPL-1.0","",Maven,"",
"math.combinatorics",0.0.7,"","null","EPL-1.0","",Maven,"",
"slingshot",0.10.3,"","Enhanced throw, try, leveraging Clojure's capabilities","","",Maven,"",
"utilize",0.2.3,"","Compilation of Clojure functions from around the community","","",Maven,"https://github.com/AlexBaranosky/Utilize",
"gui-diff",0.5.0,"","Visual diffing of Clojure data structures","","",Maven,"",
"ordered",1.2.0,"","Pure-clojure implementation of ruby's ordered hash and set types - instead of sorting by key, these collections retain insertion order.","","",Maven,"",
"swiss-arrows",1.0.0,"","more arrow macros","EPL-1.0","",Maven,"https://clojars.org/swiss-arrows",
"dynapath",0.2.0,"","An abstraction for modifiable/readable class loaders.","EPL-1.0","",Maven,"https://github.com/tobias/dynapath",
"parsley",0.9.1,"","a generator of total and truly incremental parsers","","",Maven,"http://github.com/cgrand/parsley/",
"clj-time",0.7.0,"","A date and time library for Clojure, wrapping Joda Time.","MIT","",Maven,"https://github.com/clj-time/clj-time",
"midje",1.6.3,"","A TDD library for Clojure that supports top-down ('mockish') TDD, encourages readable tests, provides a smooth migration path from clojure.test, balances abstraction and concreteness, and strives for graciousness.","MIT","",Maven,"https://github.com/marick/Midje",
"colorize",0.1.1,"","Colorize console output","","",Maven,"",
"Jackson-dataformat-Smile",2.3.1,"","Support for reading and writing Smile (""binary JSON"")
encoded data using Jackson abstractions (streaming API, data binding,
tree model)","Multi-license: Apache-2.0 OR LGPL-2.1-only","Apache-2.0",Maven,"http://github.com/FasterXML/jackson-dataformat-smile",
"data.json",0.2.1,"","Generating/parsing JSON from/to Clojure data structures","EPL-1.0","",Maven,"https://github.com/clojure/data.json",
"Apache Commons Codec",1.6,"Christopher O&#39;Brien, Martin Redington, Jeffery Dever, Steve Zimmermann, Benjamin Walstrum, Oleg Kalnichevski, Dave Dribin, Alex Karasulu, Matthew Inger, Jochen Wiedmann, Sebastian Bazley, Matthew Pocock, Colm Rice, Henri Yandell, Tim OBrien, Scott Sanders, Rodney Waldhoff, Daniel Rall, Jon S. Stevens, Gary Gregory","
     The Apache Commons Codec package contains simple encoder and decoders for
     various formats such as Base64 and Hexadecimal.  In addition to these
     widely used encoders and decoders, the codec package also maintains a
     collection of phonetic encoding utilities.
  ","Apache-2.0","",Maven,"http://commons.apache.org/proper/commons-codec/",
"tools.trace",0.7.3,"","null","EPL-1.0","",Maven,"",
"data.csv",0.1.2,"","A Clojure library for reading and writing comma separated value (csv) files","","",Maven,"https://github.com/clojure/data.csv",
"tools.logging",0.2.3,"","null","EPL-1.0","PHP-3.0",Maven,"",
"Jackson-core",2.3.1,"","Core Jackson abstractions, basic JSON streaming API implementation","Multi-license: Apache-2.0 OR LGPL-2.1-only","Apache-2.0",Maven,"https://github.com/FasterXML/jackson-core",
"hiccup",1.0.3,"","A fast library for rendering HTML in Clojure","EPL-1.0","",Maven,"http://github.com/weavejester/hiccup",
"liberator",0.11.1,"","Liberator - A REST library for Clojure.","EPL-1.0","",Maven,"http://clojure-liberator.github.io/liberator",
